,Unnamed: 0,Unnamed: 0.1,X,Y,OBJECTID,METER_ID,VENDOR,PAY_POLICY,PRE_PAY,PARK_NO_PAY,GREEN_DOME,TOW_AWAY,STREET_CLEANING,DIR,BLK_NO,STREET,LOCK_,LOCK__,LONGITUDE,LATITUDE,TRAVEL_DIRECTION,FROM_INTERSECTION,TO_INTERSECTION,SPACE_NUMBER,NUMBEROFSPACES,METER_TYPE,HAS_SENSOR,G_DISTRICT,G_PASSPORT_ZONES,G_PM_ZONE,G_SUBZONE,G_ZONE,BASE_RATE,POLE_MOUNT,YOKE,HOUSING_TYPE,HOUSING_MANUFACTURER,SIDEWALKGE,COIN_SLOTLE,METER_CONDITION,PERMIT_RATE,INSTALLED_ON,PURCHASED_DATE,METER_STATE,SPACE_STATE,text
797,1302,443,778712.2273,2950067.35,444,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,CYPH,D STREET,1.0,,-71.046712,42.342242,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:D STREET
METER_TYPE：SINGLE-SPACE"
1626,1300,5843,771989.1489,2948441.512,5844,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,E BR,HARRISON AV,1.0,,-71.07160999999998,42.337876,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HB,HB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HARRISON AV
METER_TYPE：SINGLE-SPACE"
225,1934,5816,773066.7921,2948399.5739999996,5817,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,PLYM,ALBANY ST,1.0,,-71.067625,42.337746,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HA,HA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:ALBANY ST
METER_TYPE：SINGLE-SPACE"
26,1179,5908,771625.3714,2947873.003,5909,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,ALBA,E CONCORD ST,1.0,,-71.07296600000002,42.33632100000001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HB,HB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:E CONCORD ST
METER_TYPE：SINGLE-SPACE"
1770,1306,6317,763352.8692,2953113.617,6318,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,BACK,GRANBY ST,1.0,,-71.103472,42.350811,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KB,KB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:GRANBY ST
METER_TYPE：SINGLE-SPACE"
437,985,6856,757738.0077,2954311.216,6857,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,MALV,ASHFORD ST,1.0,,-71.124224,42.354167,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KE,KE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:ASHFORD ST
METER_TYPE：SINGLE-SPACE"
1948,562,4367,769377.0334,2950876.398,4368,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,W NE,ST BOTOLPH ST,1.0,,-71.081227,42.344592999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,598.0,0EE,EE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:ST BOTOLPH ST
METER_TYPE：SINGLE-SPACE"
1388,1910,4577,764680.5966,2948416.5310000004,4578,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,TETL,EVANS WY,1.0,,-71.098642,42.337905,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FB,FB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:EVANS WY
METER_TYPE：SINGLE-SPACE"
229,394,4856,761866.2042,2948203.025,4857,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,DEAC,BROOKLINE AV,1.0,,-71.109055,42.337355,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FD,FD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BROOKLINE AV
METER_TYPE：SINGLE-SPACE"
37,1290,4446,767340.9095,2949398.578,4447,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GAIN,HUNTINGTON AV,1.0,,-71.088785,42.34056500000001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HUNTINGTON AV
METER_TYPE：SINGLE-SPACE"
749,1200,1550,775087.9993,2953921.8819999998,1551,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,KING,AV DE LAFAYETTE,1.0,,-71.06004399999998,42.352871,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BE,BE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:AV DE LAFAYETTE
METER_TYPE：SINGLE-SPACE"
1045,1315,3684,769452.1418,2953747.001,3685,,IPS,08:00AM-06:00PM MON-FRI $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-FRI, 00:00AM-24:00AM SAT, 06:00PM-24:00AM MON-FRI",,,,E,BEAC,EXETER ST,1.0,,-71.080897,42.352469,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DF,DF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:EXETER ST
METER_TYPE：SINGLE-SPACE"
1398,1276,577,773167.9057,2957456.4930000002,578,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,CHAR,BLOSSOM ST,1.0,,-71.067081,42.362596999999994,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AE,AE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BLOSSOM ST
METER_TYPE：SINGLE-SPACE"
469,931,6710,758278.8354,2953527.9,6711,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,BABC,COMMONWEALTH AV,1.0,,-71.122236,42.352011,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KD,KD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
1692,954,2276,770932.7766,2951435.4680000013,2277,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STUA,DARTMOUTH ST,1.0,,-71.075462,42.346106,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CD,CD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:DARTMOUTH ST
METER_TYPE：SINGLE-SPACE"
1967,459,319,778644.9535,2952451.083,320,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1.0,,-71.046914,42.348784,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:SUMMER ST
METER_TYPE：SINGLE-SPACE"
687,1538,1119,777035.1109,2956019.457,1120,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,INDI,MILK ST,1.0,,-71.0528,42.358599,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:MILK ST
METER_TYPE：SINGLE-SPACE"
1843,1056,254,773810.432,2958971.7810000004,255,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1.0,,-71.064675,42.366746,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:NASHUA ST
METER_TYPE：SINGLE-SPACE"
639,1386,533,773412.4672,2956983.978,534,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,LYND,CAMBRIDGE ST,1.0,,-71.066185,42.361297,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AE,AE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CAMBRIDGE ST
METER_TYPE：SINGLE-SPACE"
1712,400,4088,767324.9033,2951709.335,4089,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,HEME,BOYLSTON ST,1.0,,-71.088803,42.346906,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0ED,ED,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BOYLSTON ST
METER_TYPE：SINGLE-SPACE"
1218,389,4705,766190.4531,2949301.225,4706,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,FORSYTH WY,1.0,,-71.09304200000003,42.340313,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FB,FB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:FORSYTH WY
METER_TYPE：SINGLE-SPACE"
1158,388,5992,772952.6902,2949147.894,5993,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,ALBA,WAREHAM ST,1.0,,-71.068033,42.339801,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HC,HC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:WAREHAM ST
METER_TYPE：SINGLE-SPACE"
1415,335,6369,763939.7152,2952942.1569999997,6370,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,GRAN,BAY STATE RD,1.0,,-71.101304,42.350333,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KB,KB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BAY STATE RD
METER_TYPE：SINGLE-SPACE"
1527,399,5229,764221.8173,2951235.041,5230,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,OVER,BROOKLINE AV,1.0,,-71.10029,42.34564500000001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FF,FF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BROOKLINE AV
METER_TYPE：SINGLE-SPACE"
1655,1894,5015,764299.0724,2950959.897,5016,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,KILM,VAN NESS ST,1.0,,-71.100009,42.344889,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FE,FE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:VAN NESS ST
METER_TYPE：SINGLE-SPACE"
1300,338,1425,776700.2772,2955286.659,1426,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,OLIV,FRANKLIN ST,1.0,,-71.054053,42.356593,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,204.0,,0BD,BD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:FRANKLIN ST
METER_TYPE：SINGLE-SPACE"
1822,397,429,778455.8443,2949778.091,430,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,CYPH,D STREET,1.0,,-71.047666,42.341452000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:D STREET
METER_TYPE：SINGLE-SPACE"
800,798,3035,771803.8507,2954228.06,3036,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,ARLI,COMMONWEALTH AV,1.0,,-71.072188,42.353757,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DC,DC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
1603,225,4560,764723.0263,2948592.749,4561,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,FENW,EVANS WY,1.0,,-71.09848199999998,42.338388,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FB,FB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:EVANS WY
METER_TYPE：SINGLE-SPACE"
160,670,2799,769965.3324,2952403.3310000002,2800,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,EXET,BLAGDEN ST,1.0,,-71.07902299999998,42.348775,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,432.0,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BLAGDEN ST
METER_TYPE：SINGLE-SPACE"
956,1732,584,773176.9175,2957171.92,585,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,PARK,BLOSSOM ST,1.0,,-71.067053,42.361816,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AE,AE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BLOSSOM ST
METER_TYPE：SINGLE-SPACE"
1186,1046,1330,776849.1319,2954939.772,1331,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,PEAR,HIGH ST,1.0,,-71.05350899999998,42.355639000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HIGH ST
METER_TYPE：SINGLE-SPACE"
821,711,2732,771544.4221,2950325.923,2733,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,W DE,TREMONT ST,1.0,,-71.07321999999998,42.34305300000001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CG,CG,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:TREMONT ST
METER_TYPE：SINGLE-SPACE"
1681,1882,5792,773697.9279,2949019.028,5793,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,UNIO,ALBANY ST,1.0,,-71.065279,42.339437,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HA,HA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:ALBANY ST
METER_TYPE：SINGLE-SPACE"
877,390,1902,774652.6609,2952897.7830000008,1903,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HARV,HARRISON AV,1.0,,-71.061674,42.350066999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CB,CB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HARRISON AV
METER_TYPE：SINGLE-SPACE"
913,1498,1747,775189.2215,2953059.438,1748,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,BEAC,SURFACE RD,1.0,,-71.059686,42.350503,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CA,CA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:SURFACE RD
METER_TYPE：SINGLE-SPACE"
152,617,712,777092.8775,2953508.48,713,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,CONG,DORCHESTER AV,1.0,,-71.052635,42.351708,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,97.0,0AF,AF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:DORCHESTER AV
METER_TYPE：SINGLE-SPACE"
1870,1836,4574,764651.6901,2948354.078,4575,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,TETL,EVANS WY,1.0,,-71.09875,42.33773400000001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FB,FB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:EVANS WY
METER_TYPE：SINGLE-SPACE"
1776,1496,6092,765599.5193,2952703.2569999998,6093,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,BEAC,RALEIGH ST,1.0,,-71.095168,42.349656,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KA,KA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:RALEIGH ST
METER_TYPE：SINGLE-SPACE"
509,1160,3875,767881.7322,2953115.8019999997,3876,,IPS,08:00AM-06:00PM MON-FRI $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-FRI, 00:00AM-24:00AM SAT, 06:00PM-24:00AM MON-FRI",,,,W,MARL,HEREFORD ST,1.0,,-71.086718,42.350758,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0EC,EC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HEREFORD ST
METER_TYPE：SINGLE-SPACE"
1135,1668,2178,771726.4368,2952199.9930000002,2179,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BERK,COLUMBUS AV,1.0,,-71.072512,42.348193,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CD,CD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COLUMBUS AV
METER_TYPE：SINGLE-SPACE"
1250,1486,1357,777298.4145,2955290.159,1358,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,OLIV,HIGH ST,1.0,,-71.05184,42.356594,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HIGH ST
METER_TYPE：SINGLE-SPACE"
1683,1779,6493,765080.8175,2952121.7260000007,6494,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,CHAR,NEWBURY ST EXT,1.0,,-71.09709699999998,42.348067,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KC,KC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:NEWBURY ST EXT
METER_TYPE：SINGLE-SPACE"
103,1370,3574,770361.1036,2953109.727,3575,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,BOYL,DARTMOUTH ST,1.0,,-71.077546,42.350708000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DE,DE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:DARTMOUTH ST
METER_TYPE：SINGLE-SPACE"
1445,1070,376,779322.5945,2950843.5539999995,377,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,CLAF,D STREET,1.0,,-71.044439,42.344363,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:D STREET
METER_TYPE：SINGLE-SPACE"
1443,93,4985,764246.3487,2951192.1539999996,4986,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,KILM,BROOKLINE AV,1.0,,-71.1002,42.345527000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FE,FE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BROOKLINE AV
METER_TYPE：SINGLE-SPACE"
586,1330,6547,765798.7154,2952539.1180000002,6548,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,CHAR,COMMONWEALTH AV,1.0,,-71.09443399999998,42.349203,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KC,KC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
1768,627,323,778568.1925,2952499.873,324,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1.0,,-71.047197,42.348919,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:SUMMER ST
METER_TYPE：SINGLE-SPACE"
1143,97,2906,772291.9409,2952848.236,2907,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,STUART ST,1.0,,-71.070408,42.349964,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:STUART ST
METER_TYPE：SINGLE-SPACE"
53,212,1335,777158.3449,2954889.28,1336,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,PURC,OLIVER ST,1.0,,-71.052366,42.355496,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:OLIVER ST
METER_TYPE：SINGLE-SPACE"
151,949,3274,772231.4932,2955029.0360000012,3275,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,BRIM,BEACON ST,1.0,,-71.07059100000002,42.355949,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DD,DD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
403,692,4121,767886.4996,2950513.812,4122,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,WEST,EDGERLY RD,1.0,,-71.086747,42.343618,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0ED,ED,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:EDGERLY RD
METER_TYPE：SINGLE-SPACE"
1942,1154,2202,771204.0274,2951631.4239999996,2203,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,CLAR,COLUMBUS AV,1.0,,-71.074455,42.34664,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CD,CD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COLUMBUS AV
METER_TYPE：SINGLE-SPACE"
